// higgsino/wino, mass, C1C1/C1N1, leading jet pt cut, met cut, sign 
6025, 0.0498726, 0, 0;
6035, 0.0495077, 0.000268675, 0.00120751;
6045, 0.0475924, 0, 0;
6055, 0.0537076, 0, 0;
6065, 0.0512913, 9.1188e-05, 0.000402639;
6075, 0.0450611, 0, 0;
6085, 0.0503666, 0, 0;
6095, 0.0535562, 0, 0;
6105, 0.0547866, 0, 0;
6115, 0.0472985, 0, 0;
6125, 0.0477165, 0, 0;
6135, 0.0410443, 0, 0;
6145, 0.0452274, 0, 0;
6155, 0.0448624, 0, 0;
6165, 0.0470241, 0, 0;
6175, 0.0419755, 0.0207877, 0.101463;
6185, 0.0426306, 0, 0;
6195, 0.0445404, 0, 0;
6205, 0.044619, 0, 0;
6215, 0.0365141, 0, 0;
6225, 0.0449741, 0, 0;
6235, 0.0476978, 0, 0;
6245, 0.0419762, 0, 0;
6255, 0.0354896, 0, 0;
6265, 0.0378729, 0, 0;
6275, 0.0349302, 0, 0;
6285, 0.0392824, 0, 0;
6295, 0.0389722, 0, 0;
6305, 0.0418109, 0, 0;
6315, 0.040713, 0, 0;
6325, 0.0438651, 0, 0;
6335, 0.0339434, 0, 0;
6345, 0.0398277, 0, 0;
6355, 0.0322651, 0, 0;
6365, 0.0384654, 0, 0;
6375, 0.0339264, 0, 0;
6385, 0.040689, 0, 0;
6395, 0.0335106, 0, 0;
6405, 0.0350121, 0, 0;
6415, 0.0333899, 0, 0;
6425, 0.0311271, 0, 0;
6435, 0.038715, 0, 0;
6445, 0.0348209, 0, 0;
6455, 0.0360254, 0, 0;
6465, 0.0386872, 0, 0;
6475, 0.0300935, 0, 0;
6485, 0.0316828, 0, 0;
6495, 0.0313087, 0, 0;
6505, 0.0314598, 0, 0;
6515, 0.0333151, 0, 0;
6525, 0.0311036, 0, 0;
6535, 0.0262782, 0, 0;
6545, 0.0280568, 0, 0;
6555, 0.0253482, 0, 0;
6565, 0.0332887, 0, 0;
6575, 0.0411406, 0, 0;
6585, 0.0240573, 0, 0;
6595, 0.0319548, 0, 0;
6605, 0.0314552, 0, 0;
6615, 0.0309032, 0, 0;
6625, 0.027277, 0.00170259, 0.0103089;
6635, 0.0255437, 0, 0;
6645, 0.0248108, 0, 0;
6655, 0.0293373, 0, 0;
6665, 0.0284621, 0, 0;
6675, 0.024497, 0, 0;
6685, 0.0220644, 0, 0;
6695, 0.018948, 0, 0;
6705, 0.0252166, 0, 0;
6715, 0.0201443, 0, 0;
6725, 0.0262247, 0, 0;
6735, 0.0237831, 0, 0;
6745, 0.0240945, 0, 0;
6755, 0.0263394, 0, 0;
6765, 0.027219, 0, 0;
6775, 0.0252198, 0, 0;
6785, 0.0232272, 0, 0;
6795, 0.0241527, 0, 0;
6805, 0.02355, 1.0379e-06, 6.76332e-06;
6815, 0.0212172, 0, 0;
6825, 0.0214331, 0, 0;
6835, 0.0282345, 0, 0;
6845, 0.0227035, 0, 0;
6855, 0.0241722, 0, 0;
6865, 0.0228851, 0, 0;
6875, 0.0256162, 0, 0;
6885, 0.0221116, 0, 0;
6895, 0.0237162, 0, 0;
6905, 0.0251013, 0.0038536, 0.0243231;
6915, 0.0204856, 0, 0;
6925, 0.0207568, 0, 0;
6935, 0.0220871, 0, 0;
6945, 0.0191482, 0, 0;
6955, 0.0203181, 0, 0;
6965, 0.0246624, 0, 0;
6975, 0.0209759, 0, 0;
6985, 0.0183081, 0, 0;
6995, 0.0203477, 0, 0;
7005, 0.0193549, 0, 0;
7015, 0.0172534, 0, 0;
7025, 0.0156101, 0, 0;
7035, 0.0188083, 0, 0;
7045, 0.0162115, 0, 0;
7055, 0.0180139, 0, 0;
7065, 0.0216585, 0, 0;
7075, 0.0160767, 0, 0;
7085, 0.0191582, 0, 0;
7095, 0.0197414, 0, 0;
7105, 0.0159092, 0, 0;
7115, 0.0159483, 0, 0;
7125, 0.0213638, 0, 0;
7135, 0.0211555, 0, 0;
7145, 0.0183329, 0, 0;
7155, 0.0185297, 0, 0;
7165, 0.016122, 0, 0;
7175, 0.0190396, 0, 0;
7185, 0.0179482, 0, 0;
7195, 0.0178409, 0, 0;
7205, 0.0155696, 0, 0;
7215, 0.0130116, 0, 0;
7225, 0.0170633, 0, 0;
7235, 0.0170809, 0, 0;
7245, 0.0192433, 0, 0;
7255, 0.0180461, 0, 0;
7265, 0.0195915, 0, 0;
7275, 0.0135364, 0, 0;
7285, 0.0151932, 0, 0;
7295, 0.0181714, 0, 0;
7305, 0.0171348, 0, 0;
7315, 0.0160067, 0, 0;
7325, 0.0103821, 0, 0;
7335, 0.0170018, 0, 0;
7345, 0.0154752, 0, 0;
7355, 0.0152729, 0, 0;
7365, 0.0142834, 0.00110342, 0.0092326;
7375, 0.0141679, 0, 0;
7385, 0.0169884, 0, 0;
7395, 0.012839, 0, 0;
7405, 0.0133045, 0, 0;
7415, 0.0122503, 0, 0;
7425, 0.0154725, 0, 0;
7435, 0.0114324, 0, 0;
7445, 0.0102568, 0, 0;
7455, 0.0165276, 0, 0;
7465, 0.0130214, 0, 0;
7475, 0.0154704, 0, 0;
7485, 0.0169662, 0, 0;
7495, 0.0121381, 0, 0;
7505, 0.0113882, 0, 0;
7515, 0.0125817, 0, 0;
7525, 0.0123838, 0, 0;
7535, 0.0100288, 0, 0;
7545, 0.0120329, 0, 0;
7555, 0.0130183, 0, 0;
7565, 0.0143182, 0, 0;
7575, 0.0120544, 0, 0;
7585, 0.0121891, 0, 0;
7595, 0.0130516, 0, 0;
7605, 0.0137007, 0, 0;
7615, 0.0114126, 0, 0;
7625, 0.0148158, 0, 0;
7635, 0.0131262, 0, 0;
7645, 0.0123037, 0, 0;
7655, 0.0112672, 0, 0;
7665, 37.3321, 0, 0;
7675, 0.0127543, 0, 0;
7685, 0.00887802, 0, 0;
7695, 0.0107934, 3.91577e-05, 0.00037691;
7705, 0.0153265, 0, 0;
7715, 0.00898697, 0.0308501, 0.325425;
7725, 0.0116803, 0, 0;
7735, 0.0105065, 0, 0;
7745, 0.0105556, 0, 0;
7755, 0.0110154, 0, 0;
7765, 0.00728116, 0, 0;
7775, 0.0129834, 0, 0;
7785, 0.009629, 0.0422183, 0.430239;
7795, 0.0117461, 0, 0;
7805, 0.0115608, 0, 0;
7815, 0.0118454, 0, 0;
7825, 0.0117153, 0, 0;
7835, 0.0110007, 0, 0;
7845, 0.0116939, 0, 0;
7855, 0.00705288, 0, 0;
7865, 0.0109397, 0, 0;
7875, 0.0110225, 0, 0;
7885, 0.00778294, 0, 0;
7895, 0.00788535, 0, 0;
7905, 0.00960788, 0, 0;
7915, 0.00661505, 0, 0;
7925, 0.0059318, 0, 0;
7935, 0.00951591, 0, 0;
7945, 0.00809245, 0, 0;
7955, 0.0108699, 0.00222289, 0.0213208;
7965, 0.00862075, 0, 0;
7975, 0.00612352, 0, 0;
7985, 0.0097161, 0, 0;
7995, 0.00606645, 0, 0;
8005, 0.00779358, 0, 0;
8015, 0.011501, 0, 0;
8025, 0.00891746, 0, 0;
8035, 0.00913585, 0, 0;
8045, 0.00752353, 0, 0;
8055, 0.00789983, 0, 0;
8065, 0.00696255, 0, 0;
8075, 0.00780598, 0, 0;
8085, 0.0106187, 0, 0;
8095, 0.00898652, 0, 0;
8105, 0.00549115, 0, 0;
8115, 0.0100791, 0, 0;
8125, 0.00835817, 0, 0;
8135, 0.01087, 0, 0;
8145, 0.00729807, 0, 0;
8155, 0.00860524, 0, 0;
8165, 0.00597542, 0, 0;
8175, 0.00630103, 0, 0;
8185, 0.00789897, 0, 0;
8195, 0.00689467, 0, 0;
8205, 0.00741113, 0, 0;
8215, 0.00708496, 0, 0;
8225, 0.00855014, 0, 0;
8235, 0.00523431, 0, 0;
8245, 0.00938383, 0, 0;
8255, 0.00434128, 0, 0;
8265, 0.00862137, 0, 0;
8275, 0.00386761, 0, 0;
8285, 0.00501256, 0, 0;
8295, 0.00601272, 0, 0;
8305, 0.00619096, 0, 0;
8315, 0.0022857, 0, 0;
8325, 0.00488577, 0, 0;
8335, 0.00598232, 0, 0;
8345, 0.00598874, 0, 0;
8355, 0.00409904, 0, 0;
8365, 0.00682694, 0, 0;
8375, 0.00833592, 0.0158289, 0.17337;
8385, 0.0085967, 0, 0;
8395, 0.00297767, 0, 0;
8405, 0.00482114, 0, 0;
8415, 0.00566713, 0, 0;
8425, 0.00577319, 0, 0;
8435, 0.00504704, 0, 0;
8445, 0.00541824, 0, 0;
8455, 0.00586749, 0, 0;
8465, 0.00388582, 0, 0;
8475, 0.00459434, 0, 0;
8485, 0.00391486, 0, 0;
8495, 0.00480398, 0, 0;
8505, 0.00394245, 0, 0;
8515, 0.00604798, 0, 0;
8525, 0.00616797, 0, 0;
8535, 0.00526535, 0, 0;
8545, 0.00762406, 0, 0;
8555, 0.00481394, 0, 0;
8565, 0.00312537, 0, 0;
8575, 0.00478644, 0, 0;
8585, 0.0027659, 0, 0;
8595, 0.00405478, 0, 0;
8605, 0.00502736, 0, 0;
8615, 0.00378862, 0, 0;
8625, 0.00618708, 0, 0;
8635, 0.00329902, 0, 0;
8645, 0.00468596, 0, 0;
8655, 0.00456578, 0, 0;
8665, 0.00724475, 0, 0;
8675, 0.00352627, 0, 0;
8685, 0.00333439, 0, 0;
8695, 0.00511611, 0, 0;
8705, 0.00537567, 0, 0;
8715, 0.0052947, 0, 0;
8725, 0.00328929, 0, 0;
8735, 0.00522722, 0, 0;
8745, 0.00382542, 0, 0;
8755, 0.00691578, 0, 0;
8765, 0.00393524, 0, 0;
8775, 0.0059174, 0, 0;
8785, 0.00451979, 0, 0;
8795, 0.00211752, 0, 0;
8805, 0.00575326, 0, 0;
8815, 0.00464411, 0, 0;
8825, 0.00587322, 0, 0;
8835, 0.00485164, 0, 0;
8845, 0.00520156, 0, 0;
8855, 0.00540748, 0, 0;
8865, 0.00531424, 0, 0;
8875, 0.00549889, 0, 0;
8885, 0.00642691, 0, 0;
8895, 0.00409159, 0, 0;
8905, 0.0024382, 0, 0;
8915, 0.00492569, 0, 0;
8925, 0.00448523, 0, 0;
8935, 0.00461614, 0, 0;
8945, 0.00297005, 0, 0;
8955, 0.00525632, 0, 0;
8965, 0.00382324, 0, 0;
8975, 0.00373953, 0, 0;
8985, 0.00478329, 0, 0;
8995, 0.00361798, 0, 0;
9005, 0.00525301, 0, 0;
9015, 0.00266713, 0, 0;
9025, 0.00369104, 0, 0;
9035, 0.00231471, 0, 0;
9045, 0.00277347, 0, 0;
9055, 0.00389869, 0, 0;
9065, 0.00446801, 0, 0;
9075, 0.00264678, 0, 0;
9085, 0.0025309, 0, 0;
9095, 0.00310039, 0, 0;
9105, 0.00278924, 0, 0;
9115, 0.003444, 0, 0;
9125, 0.00275955, 0, 0;
9135, 0.0054913, 0, 0;
9145, 0.00195885, 0, 0;
9155, 0.00444985, 0, 0;
9165, 0.00311939, 0, 0;
9175, 0.00433326, 0, 0;
9185, 0.0031003, 0, 0;
9195, 0.0014108, 0, 0;
9205, 0.00492823, 0, 0;
9215, 0.00299763, 0, 0;
9225, 0.00291891, 0, 0;
9235, 0.00173635, 0, 0;
9245, 0.0016291, 0, 0;
9255, 0.00242521, 0, 0;
9265, 0.00243355, 0, 0;
9275, 0.00342467, 0, 0;
9285, 0.00277248, 0, 0;
9295, 0.00343182, 0, 0;
9305, 0.00321682, 0, 0;
9315, 0.00263755, 0, 0;
9325, 0.00180276, 0, 0;
9335, 0.00266937, 0, 0;
9345, 0.00365422, 0, 0;
9355, 0.00342384, 0, 0;
9365, 0.00184234, 0, 0;
9375, 0.0035256, 0, 0;
9385, 0.00240423, 0, 0;
9395, 0.00161326, 0, 0;
9405, 0.00274874, 0, 0;
9415, 0.00466054, 0, 0;
9425, 0.00205779, 0, 0;
9435, 0.00361271, 0, 0;
9445, 0.00214864, 0, 0;
9455, 0.00157759, 0, 0;
9465, 0.00340129, 0, 0;
9475, 0.00317514, 0, 0;
9485, 0.00418824, 0, 0;
9495, 0.00265609, 0, 0;
9505, 0.00318072, 0, 0;
9515, 0.00172565, 0, 0;
9525, 0.00259922, 0.191233, 3.75095;
9535, 0.00351195, 0, 0;
9545, 0.00226369, 0, 0;
9555, 0.00294722, 0, 0;
9565, 0.00216451, 0, 0;
9575, 0.00187153, 0.0335023, 0.774419;
9585, 0.00183364, 0, 0;
9595, 0.00147473, 0, 0;
9605, 0.00190939, 0, 0;
9615, 0.00193715, 0, 0;
9625, 0.00226234, 0, 0;
9635, 0.00192861, 0, 0;
9645, 0.00226113, 0, 0;
9655, 0.00338654, 0, 0;
9665, 0.00203872, 0, 0;
9675, 0.00260171, 0, 0;
9685, 0.00226315, 0, 0;
9695, 0.00123565, 0, 0;
9705, 0.00248173, 0, 0;
9715, 0.00280121, 0, 0;
9725, 0.0038486, 0, 0;
9735, 0.00236271, 0, 0;
9745, 0.00214197, 0, 0;
9755, 0.00271063, 0, 0;
9765, 0.00124217, 0, 0;
9775, 0.00144799, 0, 0;
9785, 0.000672684, 0, 0;
9795, 0.00327204, 0, 0;
9805, 0.00200336, 0, 0;
9815, 0.0015548, 0, 0;
9825, 0.00115722, 0, 0;
9835, 0.000315873, 0, 0;
9845, 0.00122126, 0, 0;
9855, 0.00157745, 0, 0;
9865, 0.00247034, 0, 0;
9875, 0.00268065, 0, 0;
9885, 0.00112189, 0, 0;
9895, 0.00155791, 0, 0;
9905, 0.00461639, 0, 0;
9915, 0.00145238, 0, 0;
9925, 0.00133495, 0, 0;
9935, 0.00167452, 0, 0;
9945, 0.00167241, 0, 0;
9955, 0.00157633, 0, 0;
9965, 0.000869509, 0, 0;
9975, 0.00100216, 0, 0;
9985, 0.00234154, 0, 0;
9995, 0.00313134, 0, 0;
10005, 0.00337787, 0, 0;
10015, 0.00101014, 0, 0;
10025, 0.000577662, 0, 0;
10035, 0.00110091, 0, 0;
10045, 0.000423512, 0, 0;
10055, 0.00108817, 0, 0;
10065, 0.00164528, 0, 0;
10075, 0.00279139, 0, 0;
10085, 0.00188264, 0, 0;
10095, 0.00188327, 0, 0;
10105, 0.00143773, 0, 0;
10115, 0.00142371, 0, 0;
10125, 0.00142076, 0, 0;
10135, 0.00187769, 0, 0;
10145, 0.00188647, 0, 0;
10155, 0.000741366, 0, 0;
10165, 0.00233577, 0, 0;
10175, 0.00198623, 0, 0;
10185, 0.00255378, 0, 0;
10195, 0.0013135, 0, 0;
10205, 0.00119277, 0, 0;
10215, 0.00120818, 0, 0;
10225, 0.0017753, 0, 0;
10235, 0.00164071, 0, 0;
10245, 0.00164492, 0, 0;
10255, 0.00199486, 0, 0;
10265, 0.0001836, 0, 0;
10275, 0.000747135, 0, 0;
10285, 0.00299943, 0, 0;
10295, 0.000536655, 0, 0;
10305, 0.00142326, 0, 0;
10315, 0.00130636, 0, 0;
10325, 0.00185925, 0, 0;
10335, 0.00231938, 0, 0;
10345, 0.000287017, 0, 0;
10355, 0.00164245, 0, 0;
10365, 0.00108856, 0, 0;
10375, 0.00109625, 0, 0;
10385, 0.00140511, 0, 0;
10395, 0.000618804, 0, 0;
10405, 0.000848096, 0, 0;
10415, 0.00130664, 0, 0;
10425, 0.00242224, 0, 0;
10435, 0.000637974, 0, 0;
10445, 0.00151804, 0, 0;
10455, 0.00168262, 0, 0;
10465, 0.00198796, 0, 0;
10475, 0.00118838, 0, 0;
10485, 0.00220533, 0, 0;
10495, 0.000726897, 0, 0;
10505, 0.000973298, 0, 0;
10515, 0.00174586, 0, 0;
10525, 0.000737609, 0, 0;
10535, 0.00119454, 0, 0;
10545, 0.000289579, 0, 0;
10555, 0.000952699, 0, 0;
10565, 0.00185578, 0, 0;
10575, 0.00107572, 0, 0;
10585, 0.000962866, 0, 0;
10595, 0.00208747, 0, 0;
10605, 0.000729821, 0, 0;
10615, 0.00129849, 0, 0;
10625, 0.00151521, 0, 0;
10635, 0.000278882, 0, 0;
10645, 0.00141456, 0, 0;
10655, 0.000493945, 0, 0;
10665, 0.000391555, 0, 0;
10675, 0.00040061, 0, 0;
10685, 0.00152018, 0, 0;
10695, 0.000601941, 0, 0;
10705, 0.00240988, 0, 0;
10715, 0.00162192, 0, 0;
10725, 0.00084819, 0, 0;
10735, 0.001174, 0, 0;
10745, 0.000725253, 0, 0;
10755, 0.000842968, 0, 0;
10765, 0.000957017, 0, 0;
10775, 0.00119237, 0, 0;
10785, 0.00084187, 0, 0;
10795, 0.000275125, 0, 0;
10805, 0.00218767, 0, 0;
10815, 0.00162021, 0, 0;
10825, 0.00173233, 0, 0;
10835, 0.00105565, 0, 0;
10845, 0.00206756, 0, 0;
10855, 0.00160974, 0, 0;
10865, 0.00149844, 0, 0;
10875, 0.00105822, 0, 0;
10885, 0.00128887, 0, 0;
10895, 0.00105648, 0, 0;
10905, 0.000156134, 0, 0;
10915, 0.000617431, 0, 0;
10925, 0.000155039, 0, 0;
10935, 0.00149973, 0, 0;
10945, 0.000492856, 0, 0;
10955, 0.00048279, 0, 0;
10965, 0.000156584, 0, 0;
10975, 0.00195389, 0, 0;
10985, 0.000390538, 0, 0;
10995, 0.000271183, 0, 0;
11005, 0.00116484, 0, 0;
11015, 0.000378541, 0, 0;
11025, 0.000385424, 0, 0;
11035, 0.000482775, 0, 0;
11045, 0.00172947, 0, 0;
11055, 0.000267429, 0, 0;
11065, 0.000377101, 0, 0;
11075, 0.000922005, 0, 0;
11085, 0.000392466, 0, 0;
11095, 0.000602787, 0, 0;
11105, 0.000828308, 0, 0;
11115, 0.00104382, 0, 0;
11125, 0.00117687, 0, 0;
11135, 0.00071352, 0, 0;
11145, 3.05348e-05, 0, 0;
11155, 0.00105116, 0, 0;
11165, 0.00104156, 0, 0;
11175, 0.00151305, 0, 0;
11185, 0.000147983, 0, 0;
11195, 0.000146433, 0, 0;
11205, 0.000379482, 0, 0;
11215, 0.000588316, 0, 0;
11225, 0.00014459, 0, 0;
11235, 0.00104171, 0, 0;
11245, 0.00104448, 0, 0;
11255, 0.00196382, 0, 0;
11265, 0.000260299, 0, 0;
11275, 0.000480587, 0, 0;
11285, 0.000712253, 0, 0;
11295, 2.4596e-05, 0, 0;
11305, 0.000372864, 0, 0;
11315, 0.000596467, 0, 0;
11325, 0.000705111, 0, 0;
11335, 0.00092429, 0, 0;
11345, 0.000377822, 0, 0;
11355, 0.000586659, 0, 0;
11365, 0.00160563, 0, 0;
11375, 0.000476004, 0, 0;
11385, 0.000590584, 0, 0;
11395, 0.000598202, 0, 0;
11405, 2.53102e-05, 0, 0;
11415, 0.000138552, 0, 0;
11425, 1.95592e-05, 0, 0;
11435, 0.000141507, 0, 0;
11445, 0.000488854, 0, 0;
11455, 0.000591793, 0, 0;
11465, 0.000256094, 0, 0;
11475, 0.000820238, 0, 0;
11485, 0.000704013, 0, 0;
11495, 0.000716679, 0, 0;
11505, 0.000589678, 0, 0;
11515, 0.000378746, 0, 0;
11525, 0.000587239, 0, 0;
11535, 0.000248472, 0, 0;
11545, 0.000921015, 0, 0;
11555, 0.000255987, 0, 0;
11565, 0.00160509, 0, 0;
11575, 0.000137535, 0, 0;
11585, 0.000258393, 0, 0;
11595, 0.000251303, 0, 0;
11605, 0.000135812, 0, 0;
11615, 0.000705121, 0, 0;
11625, 0.000252524, 0, 0;
11635, 0.000364543, 0, 0;
11645, 0.000471717, 0, 0;
11655, 0.000140118, 0, 0;
11665, 0.000138471, 0, 0;
11675, 2.14005e-05, 0, 0;
11685, 0.000587942, 0, 0;
11695, 2.39999e-05, 0, 0;
11705, 0.000471531, 0, 0;
11715, 0.000248848, 0, 0;
11725, 0.000249225, 0, 0;
11735, 0.000919356, 0, 0;
11745, 0.000130968, 0, 0;
11755, 0.00114837, 0, 0;
11765, 0.000256377, 0, 0;
11775, 0.00126893, 0, 0;
11785, 2.16889e-05, 0, 0;
11795, 0.000138958, 0, 0;
11805, 0.000468172, 0, 0;
11815, 0.000467872, 0, 0;
11825, 0.00046365, 0, 0;
11835, 0.000136393, 0, 0;
11845, 0.000580204, 0, 0;
11855, 0.000245769, 0, 0;
11865, 0.000464664, 0, 0;
11875, 0.000246846, 0, 0;
11885, 1.69273e-05, 0, 0;
11895, 1.96855e-05, 0, 0;
11905, 0.000695143, 0, 0;
11915, 0.000916919, 0, 0;
11925, 0.000249899, 0, 0;
11935, 0.000131547, 0, 0;
11945, 0.000582301, 0, 0;
11955, 0.000255467, 0, 0;
11965, 1.42875e-05, 0, 0;
11975, 0.000467433, 0, 0;
11985, 0.000463849, 0, 0;
11995, 0.000139867, 0, 0;
12005, 0.000367686, 0, 0;
12015, 0.000586507, 0, 0;
12025, 0.000478062, 0, 0;
12035, 0.000132644, 0, 0;
12045, 0.000461566, 0, 0;
12055, 0.000485047, 0, 0;
12065, 0.000582204, 0, 0;
12075, 0.000365905, 0, 0;
12085, 0.00013375, 0, 0;
12095, 0.000576463, 0, 0;
12105, 0.000247256, 0, 0;
12115, 1.31749e-05, 0, 0;
12125, 0.000579467, 0, 0;
12135, 0.000129984, 0, 0;
12145, 0.00013064, 0, 0;
12155, 0.000247254, 0, 0;
12165, 0.000816549, 0, 0;
12175, 0.000467077, 0, 0;
12185, 0.000363121, 0, 0;
12195, 9.88875e-06, 0, 0;
12205, 1.30615e-05, 0, 0;
12215, 0.000579425, 0, 0;
12225, 1.36801e-05, 0, 0;
12235, 0.000364799, 0, 0;
12245, 9.54535e-06, 0, 0;
12255, 0.00024846, 0, 0;
12265, 0.000127908, 0, 0;
12275, 1.08297e-05, 0, 0;
12285, 0.000127979, 0, 0;
12295, 0.000909518, 0, 0;
12305, 0.000693646, 0, 0;
12315, 0.000576179, 0, 0;
12325, 1.14888e-05, 0, 0;
12335, 0.000581515, 0, 0;
12345, 1.18224e-05, 0, 0;
12355, 0.000362105, 0, 0;
12365, 1.28525e-05, 0, 0;
12375, 0.000125565, 0, 0;
12385, 0.000244008, 0, 0;
12395, 0.000460992, 0, 0;
12405, 1.05219e-05, 0, 0;
12415, 1.38419e-05, 0, 0;
12425, 0.00058005, 0, 0;
12435, 1.08992e-05, 0, 0;
12445, 1.11e-05, 0, 0;
12455, 1.12555e-05, 0, 0;
12465, 0.000127872, 0, 0;
12475, 9.67324e-06, 0, 0;
12485, 0.000697593, 0, 0;
12495, 0.000461413, 0, 0;
12505, 0.000125307, 0, 0;
12515, 0.000127701, 0, 0;
12525, 9.15979e-06, 0, 0;
12535, 0.000125874, 0, 0;
12545, 0.00114135, 0, 0;
12555, 0.000576469, 0, 0;
12565, 0.000577403, 0, 0;
12575, 0.000126418, 0, 0;
12585, 0.000125699, 0, 0;
12595, 9.08366e-06, 0, 0;
12605, 0.000243072, 0, 0;
12615, 9.6182e-06, 0, 0;
12625, 1.19292e-05, 0, 0;
12635, 0.000692184, 0, 0;
12645, 0.000125699, 0, 0;
12655, 0.000913626, 0, 0;
12665, 9.93066e-06, 0, 0;
12675, 0.000124763, 0, 0;
12685, 0.000577141, 0, 0;
12695, 0.000243756, 0, 0;
12705, 0.000125513, 0, 0;
12715, 7.68925e-06, 0, 0;
12725, 8.97522e-06, 0, 0;
12735, 9.1031e-06, 0, 0;
12745, 0.00012645, 0, 0;
12755, 8.89581e-06, 0, 0;
12765, 0.000124758, 0, 0;
12775, 0.000457726, 0, 0;
12785, 9.27644e-06, 0, 0;
12795, 0.000124237, 0, 0;
12805, 8.89416e-06, 0, 0;
12815, 8.70795e-06, 0, 0;
12825, 7.70377e-06, 0, 0;
12835, 0.000456424, 0, 0;
12845, 0.000572671, 0, 0;
12855, 0.000575542, 0, 0;
12865, 6.84882e-06, 0, 0;
12875, 0.000123198, 0, 0;
12885, 0.000123007, 0, 0;
12895, 0.00012393, 0, 0;
12905, 0.000457348, 0, 0;
12915, 0.000124946, 0, 0;
12925, 7.68925e-06, 0, 0;
12935, 0.000572934, 0, 0;
12945, 0.000455939, 0, 0;
12955, 0.000588338, 0, 0;
12965, 9.63271e-06, 0, 0;
12975, 0.00057146, 0, 0;
12985, 8.35004e-06, 0, 0;
12995, 7.59861e-06, 0, 0;
13005, 0.00023971, 0, 0;
13015, 8.31279e-06, 0, 0;
13025, 0.000457254, 0, 0;
13035, 7.03668e-06, 0, 0;
13045, 0.00147194, 0, 0;
13055, 6.20584e-06, 0, 0;
13065, 0.00023971, 0, 0;
13075, 0.000573343, 0, 0;
13085, 0.000456535, 0, 0;
13095, 5.83177e-06, 0, 0;
13105, 0.000458208, 0, 0;
13115, 6.10699e-06, 0, 0;
13125, 0.000455675, 0, 0;
13135, 7.48852e-06, 0, 0;
13145, 6.55416e-06, 0, 0;
13155, 0.00045679, 0, 0;
13165, 0.000237371, 0, 0;
13175, 6.67548e-06, 0, 0;
13185, 0.000121511, 0, 0;
13195, 5.45113e-06, 0, 0;
13205, 0.000121752, 0, 0;
13215, 0.000571742, 0, 0;
13225, 5.4577e-06, 0, 0;
13235, 4.88592e-06, 0, 0;
13245, 5.90133e-06, 0, 0;
13255, 0.000239064, 0, 0;
13265, 5.64391e-06, 0, 0;
13275, 0.000455585, 0, 0;
13285, 5.61323e-06, 0, 0;
13295, 0.000455863, 0, 0;
13305, 0.000571648, 0, 0;
13315, 5.63103e-06, 0, 0;
13325, 6.39206e-06, 0, 0;
13335, 5.2682e-06, 0, 0;
13345, 7.41403e-06, 0, 0;
13355, 0.000454364, 0, 0;
13365, 7.6635e-06, 0, 0;
13375, 0.000239048, 0, 0;
13385, 0.000353807, 0, 0;
13395, 4.62219e-06, 0, 0;
13405, 4.32563e-06, 0, 0;
13415, 4.42448e-06, 0, 0;
13425, 0.000455202, 0, 0;
13435, 0.00045391, 0, 0;
13445, 0.000121228, 0, 0;
13455, 4.12654e-06, 0, 0;
13465, 5.23096e-06, 0, 0;
13475, 0.00012253, 0, 0;
13485, 5.17591e-06, 0, 0;
13495, 4.79363e-06, 0, 0;
13505, 5.55162e-06, 0, 0;
13515, 0.000121038, 0, 0;
13525, 4.89248e-06, 0, 0;
13535, 6.3759e-06, 0, 0;
13545, 0.000456134, 0, 0;
13555, 0.000570903, 0, 0;
13565, 4.90069e-06, 0, 0;
13575, 3.9532e-06, 0, 0;
13585, 4.4212e-06, 0, 0;
13595, 6.44735e-06, 0, 0;
13605, 5.18412e-06, 0, 0;
13615, 0.00068705, 0, 0;
13625, 4.8892e-06, 0, 0;
13635, 0.000120938, 0, 0;
13645, 5.53218e-06, 0, 0;
13655, 3.49176e-06, 0, 0;
13665, 6.26745e-06, 0, 0;
13675, 4.49733e-06, 0, 0;
13685, 0.000122055, 0, 0;
13695, 4.69011e-06, 0, 0;
13705, 2.91506e-06, 0, 0;
13715, 0.000121663, 0, 0;
13725, 0.0002385, 0, 0;
13735, 4.50225e-06, 0, 0;
13745, 0.000120381, 0, 0;
13755, 5.36377e-06, 0, 0;
13765, 0.000454189, 0, 0;
13775, 3.57585e-06, 0, 0;
13785, 0.000570155, 0, 0;
13795, 4.70135e-06, 0, 0;
13805, 3.67634e-06, 0, 0;
13815, 3.95156e-06, 0, 0;
13825, 0.000120664, 0, 0;
13835, 0.000120092, 0, 0;
13845, 0.000236907, 0, 0;
13855, 6.02455e-06, 0, 0;
13865, 0.000120559, 0, 0;
13875, 3.9354e-06, 0, 0;
13885, 5.91282e-06, 0, 0;
13895, 3.38799e-06, 0, 0;
13905, 4.79553e-06, 0, 0;
13915, 0.000452875, 0, 0;
13925, 2.45363e-06, 0, 0;
13935, 0.000569304, 0, 0;
13945, 0.000453539, 0, 0;
13955, 2.92983e-06, 0, 0;
13965, 0.000453256, 0, 0;
13975, 3.77191e-06, 0, 0;
13985, 4.05041e-06, 0, 0;
13995, 0.000454082, 0, 0;
14005, 0.000236056, 0, 0;
14015, 3.76698e-06, 0, 0;
14025, 4.31275e-06, 0, 0;
14035, 3.66977e-06, 0, 0;
14045, 4.70955e-06, 0, 0;
